stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length,prompt,text_gpt3_v2,prompt_v3,gpt3_v3
,,,This place is amazing! Stopped by on my travels from Tulsa to Stillwater my waitress kept my glass full and brought me a Togo cup before I even asked! You just don’t get that great of service anymore. Totally blew me away how awesome she was at her job!! Oh and the food was extremely delicious! I travel all over us and this restaurant is near the top of my list for Mexican food!!,Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURxNmFib0JBEAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, Super friendly place! Hot sauces available tableside. I had an allergy to one of the fillers and the manager came by to ensure I was doing ok and making substitutions for me. Great service and great food!! ,A Google Maps review about a Mexican restaurant. ###," Very good and authentic Mexican food. I had black beans, cheese enchiladas, flour and corn tortillas, and black beans and rice. My only minor complaint is the plate itself. The plate that it came in was extremely hot, literally. It was bad enough I had to wait a few minutes for it to cool before I could put it down. Either way... great service, great atmosphere, and great food. "
,,,We had a great experience here! The service was fast and friendly. The food was great and the portion sizes were right. We will be back again.,Vallarta's Mexican Restaurant,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNHODducTNBRRAB,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###, Great food and great service!❣️ ,A Google Maps review about a Mexican restaurant. ###, I love this place. The tortilla soup is delicious. 
,,,"I decided to go back after the rebranding. I’m so glad I did! I had the deluxe queso and verde salsa! As well as a beef quesadilla no sides. The salsa was so hot! Nothing like their red salsa they bring to the table. I was so impressed because I previously thought their food was fairly bland. If you’ve not been here lately, go back and check them out!",Vallarta's Mexican Restaurant,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMtN3VpT1hnEAE,Mexican restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ2zmyaUXKtocRMCvZuoOYZ3c,,A Google Maps review about a Mexican restaurant. ###," Buffet was all you can eat, good variety of dishes and desert, typically Mexican style buffet items with a salad bar, with drinks included it was $21. It included an adult and a child as well. I wasn't expecting the place to be anything special but the food was actually pretty good, the dishes were hot and the variety was great. Would definitely come back again, the coupons on groupon bring the cost down to under $18 per person which is pretty good considering it included drinks and a child too. ",A Google Maps review about a Mexican restaurant. ###," Delicious chips and salsa, the quesadilla was great. "
,,,"Husband grew up going here, hasn't been in 30 years and has lately been craving their salad dressing. Back when he went, Frank's was in the building across the street but he said the House Italian dressing is exactly how he remembered it. I loved it also, had just the right amount of spice to it. I got the chicken Parmigiano, he got the spaghetti and meatballs. Both were absolutely fantastic, sauce was a bit sweeter than I'm used to but I loved it. On top of the food being great our server was amazing too, I can't remember his name but he was very friendly, attentive, gave recommendations and just took great care of us. Thank you for a great date night, we definitely will be trying the breakfast if we're ever in the area on a weekend morning.",Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNPLXAycm5BRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###, Disaster dinner! Everything was wrong. It’s got to be hard to mess up a dry pasta with a drizzle of olive oil and parm! Marocchino with no chocolate? Food substitutions made after order was taken that we didn’t know about til dinner delivered. No longer any salmon or scallops on the board for the salmon dish we found accidentally. ,A Google Maps review about a Italian restaurant. ###," Great service, excellent food and atmosphere. Come check this place out if you haven't already. "
,,,"This place was amazing! The food was phenomenal! I will definitely be back next time I am in Kansas City. Also it's a good idea to call ahead of time to see if there is a table available or make a reservation. It's a tiny little restaurant, and it fills up fast. They do also do to-go orders I noticed while we were there. I also have to add, their Dr Pepper was fantastic. 😁",Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUQtcl9Xam1RRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###, The ravioli perfectly dressed in a creamy pink sauce is a must! ,A Google Maps review about a Italian restaurant. ###, Absolutely delicious!!! Catered by Thomas. Very friendly staff. Definitely worth a try! 
,,,"Had no idea this place existed 30 min from me. Delicious food. Had the fettuccini Sicilian and it was soooo flavorful, as were the mozzarella sticks. My friend had the meatball pasta and she loved it.",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM0czdlRElREAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###," My family and I love this restaurant! Steak, salmon, pasta and capitano salads…YUM ",A Google Maps review about a Italian restaurant. ###, Great food! Will return 
,,,"Great food, and really good service!  Definitely coming back!",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNoM2NqeWZBEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###," Buffet was really great! Worth the price, and the wait (it’s tends to get busy).

Lots of meat options, and all the veggies, salad, potatoes, pasta, appetizers you could want. ",A Google Maps review about a Italian restaurant. ###," Very nice Reviewed on Nov 13, 2018. We stopped by to pick up something but they said they had nothing left. We then decided we wanted to have lunch here and the food was great. Highly recommend the Lasagna. Clean inside, accommodating service, friendly and quiet eatery, delicious food and great prime rib! Everything from drinks, rolls, entrees and desserts! Lasagna was good. Overall, a great visit!🤩 "
,,,Nice little cozy Italian restaurant! Very friendly staff and great food!,Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURRdTh6UEJnEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###, Nice outside patio for drinks and appetizers before dinner a few meters away at Artisan. ,A Google Maps review about a Italian restaurant. ###," I've been a fan of Joe's Armadillo for years. Great food, service and atmosphere.  They have a new location on Gaston which has the same great staff. "
,,,Great location in the heart of the world's most famous beach. Close to all food and entertainment you could possibly want.,Hilton Daytona Beach Oceanfront Resort,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNRbHRYd25RRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Hotel. ###," Nice hotel with a great location. We had an ocean view room and the view was great. The complimentary breakfast was perfect. We didn't use the pool or spa but they looked nice.
Very convenient to Universal Studios which was our reason for going to the area. ",A Google Maps review about a Hotel. ###, Love this place. The only place in east end I’d stay at.Highly recommended. Two story modern rooms. Huge beds. Full kitchen. Decent WiFi. Decent laundry. Close to the beach and restaurants. The front desk staff was very helpful and quick. The breakfast buffet was very good and reasonably priced. 
,,,Amazing Risotto!  I have come to expect Italian Food to be pedestrian like Olive Garden. What I found was a local place that completely blew me away. Comparing Frank's to Olive Garden is like comparing a Five Guys hamburger to a Big Mac. There simply is no comparison: this food is awesome!,Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN3cTgtSXZnRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###, Great quality food at reasonable prices. Service was excellent as well. ,A Google Maps review about a Italian restaurant. ###, Always good 
,,,"Service was horrible. Salad was pitiful, bread was stale and hard, better toasted ravioli from Aldi n the Carbonara was tomatos and spaghetti with dry chicken. Gross",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURXazhqTkx3EAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###," Excellent, spicy shrimp pasta and Tomato juice! Friendly service! ",A Google Maps review about a Italian restaurant. ###," We ate here tonight with my parents… it was delicious! Service was excellent. It seems to be a place that literally everybody knows and they have known each other for decades. When we went there was a guitar player, b improvising on the instrument and sharing stories. Excellent experience!

I especially enjoyed the food and the atmosphere. It reminded me a lot of being back in the home state with family. "
,,,Great selection of popular Italian dishes.  Great area too.,Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNNcGN5NXdBRRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###, The food was delicious and restaurant was clean and nice. ,A Google Maps review about a Italian restaurant. ###, Food and service were amazing. Would highly recommend giving it a try for sure. 
,,,We found Franks and had a lovely experience. The atmosphere is quaint and authentic. The sangria was delicious. The meatballs were of a soft texture and appealed not only to the adult fare but also the teenager. The salad dressing was amazing! Both entries were great. The dessert was divine. Let’s talk service - Grace was phenomenal and prompt. Highly encouraged to find this hidden gem.,Frank's of Parkville,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURPbXAzRm13RRAB,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###," You have to try this place!! Right now they have some kind of promotion where you get 16 dollars worth of food and drinks and they send you home with 32 dollars worth of food!! I don’t know how long this promotion will last but do not miss out on this amazing deal. The drinks are delicious and the food is just spectacular. That stuffed chicken was simply beautiful. I especially loved the sauce on my heroes.
That stuffed chicken was just spectacular. I especially loved the sauce on my heroes.
If you love Italian then you need to try this place!! ",A Google Maps review about a Italian restaurant. ###, The best Italian food in Albany!!! Superior meal and excellent service!!! Great place to go after work or on a date!!! Delicious cocktails too!!! Everything tasted so authentic and different from others. I had the Eggplant parmesan which was amazing!!! The sauce was so creamy and excellent!!! Loved everything about this place for sure!!! So happy with my experience! Thank you! 
,,,Heard a lot about this pace and decided to give it a try. The zucchini was quite good. The bread was delicious. The salads were the best part of the meal. I had the lasagne rolls. I wasn’t a fan of the stuffing inside or the sugo. My husband said the meatballs tasted good but the texture wasn’t right.   Service was not great. My husband got drink refills; I didn’t. The place is extremely small. Parking on the street.   Also the server never asked if we had any issues with the food.,Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMwNUktRkVBEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###," Very nice, clean restaurant. Attentive and good service. Good food. ",A Google Maps review about a Italian restaurant. ###, Delicious food 
,,,Only got a photo of my daughter's plate. It was a late lunch for us so I just ordered the two meatballs appetizer. The only meatballs I can compare them to is the ones I've had in Italy. These were by far the most authentic I've tasted in the U.S. Very quaint little joint with attentive servers and amazing food.,Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQyanYzQUNBEAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###," Great breakfast, great service, and reasonable prices. ",A Google Maps review about a Italian restaurant. ###," We had good experiences here as they have grown into an excellent restaurant.  The side salads are very filling in themselves.  The chicken parmigiana comes with shrimp, mushrooms & both jalapenos & bell peppers on a bed of the best crusty bread.  The meat is wonderfully seasoned.  The calamari & shrimp was very fresh--crispy, sweet & tender.  The eggplant rollatini was great--everything stayed in & wasn't gluey.  The fettuccini dishes were very fresh as were the whole different pasta offerings.  It's very busy for an off peak time, but well worth the wait! "
,,,"I tried some lunch for the first time here the other day, and had to come back today for brunch. For lunch, the spicy diavolo sauce was lovely! The bread and salad are also very good. The tiramisu was amazing. For brunch, I had a mimosa, French toast, potatoes, and bacon. I normally like my bacon very crispy but the soft, melty texture and rich flavor was perfect. The peppers and Parmesan in the potatoes were very yummy! Excellent wine, food, and service with cozy ambience. Definitely recommend.",Frank's of Parkville,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQybnBxdlpREAE,Italian restaurant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJ406lNqr1wIcRANL_cDjKkbA,,A Google Maps review about a Italian restaurant. ###, Great little hidden Italian joint. Owner actually came by our table to make sure everything was good 🙌🏽 Will be back! ,A Google Maps review about a Italian restaurant. ###," First time having the Bacon Carbonara and it was fantastic! Atmosphere was great, friendly staff, and the food was fantastic! Previously I've only tried a little taste other places but the Bacon Carbonara was the best by far! Delicious and worth the trip! Will be returning again! "
